iter	RMSE
771	155.5458178
772	155.4459653
773	155.2831365
774	155.1468184
775	155.0872061
776	154.8699269
777	154.7478158
778	154.6149602
779	154.5092229
780	154.3918191
781	154.2710249
782	154.1749347
783	154.0540271
784	153.9966998
785	153.9174923
786	153.8208445
787	153.7149489
788	153.5850329
789	153.4491736
790	153.3600301
791	153.2848992
792	153.130765
793	153.0103939
794	152.8845179
795	152.7434467
796	152.6420361
797	152.5937333
798	152.4766185
799	152.3798246
800	152.3345492
801	152.2204021
802	152.1495159
803	152.0948104
804	152.024697
805	151.9306026
806	151.8507205
807	151.7479186
808	151.6142159
809	151.4295632
810	151.3413572
811	151.2715247
812	151.2011736
813	151.1514161
814	151.0686875
815	150.942334
816	150.8289095
817	150.7723903
818	150.6899212
819	150.552948
820	150.488178
821	150.2725658
822	150.1637708
823	150.0297072
824	149.9123749
825	149.8128606
826	149.7266519
827	149.5991266
828	149.48467
829	149.2949068
830	149.187735
831	149.0819695
832	148.9617459
833	148.8076792
834	148.7085974
835	148.6106344
836	148.5110933
837	148.3897071
838	148.2175719
839	148.1280931
840	148.0858502
841	147.9866011
842	147.8451879
843	147.7938389
844	147.6889778
845	147.6151862
846	147.5738801
847	147.5056245
848	147.4165596
849	147.3568558
850	147.2954708
851	147.1499238
852	147.021147
853	146.9100016
854	146.8262043
855	146.6896368
856	146.5706001
857	146.4478463
858	146.3596483
859	146.2509209
860	146.16985
861	146.0754859
862	145.9816933
863	145.8971544
864	145.8000865
865	145.7222751
866	145.6456674
867	145.5946201
868	145.5069906
869	145.4173074
870	145.3186307
871	145.2055661
872	145.1223404
873	145.0614794
874	145.0069771
875	144.9305559
876	144.8504571
877	144.7720422
878	144.6539334
879	144.49429
880	144.4415708
881	144.3918347
882	144.3259793
883	144.1619511
884	144.046611
885	143.9869301
886	143.9022253
887	143.8474156
888	143.7609993
889	143.6813092
890	143.4840929
891	143.3504441
892	143.2314274
893	143.1468726
894	143.0908558
895	142.9812401
896	142.9012671
897	142.7836533
898	142.7064763
899	142.6325032
900	142.5384564
901	142.3611458
902	142.2359176
903	142.1599612
904	142.1200341
905	142.0587603
906	141.9804146
907	141.9349289
908	141.8489281
909	141.7636499
910	141.684978
911	141.6231735
912	141.5281145
913	141.4634676
914	141.3722313
915	141.2922752
916	141.2337928
917	141.1482867
918	141.0609226
919	140.9136402
920	140.840848
921	140.7939361
922	140.7488473
923	140.6694162
924	140.6291199
925	140.5796274
926	140.4773265
927	140.3802419
928	140.2950231
929	140.2008997
930	140.1352324
931	140.0525383
932	139.9363853
933	139.8153752
934	139.714818
935	139.6625522
936	139.6221356
937	139.5313312
938	139.4527929
939	139.399914
940	139.3540589
941	139.2679391
942	139.2208086
943	139.1190308
944	138.9966466
945	138.903729
946	138.839916
947	138.7821229
948	138.6916787
949	138.6381841
950	138.518478
951	138.3983698
952	138.3413683
953	138.2027927
954	138.1531047
955	138.0353933
956	137.9240664
957	137.8531565
958	137.7767627
959	137.6839043
960	137.6316428
961	137.5398777
962	137.4485632
963	137.3888075
964	137.254347
965	137.1270592
966	137.0434252
967	136.9784313
968	136.8680468
969	136.793301
970	136.7154043
971	136.6575375
972	136.4973417
973	136.4337379
974	136.3711702
975	136.3064123
976	136.2505579
977	136.181268
978	136.1280842
979	136.0640493
980	136.0031672
981	135.9567666
982	135.890591
983	135.8170153
984	135.7348786
985	135.678282
986	135.6001781
987	135.5649662
988	135.5032814
989	135.4277568
990	135.3779381
991	135.3195069
992	135.2201668
993	135.123633
994	135.0075588
995	134.9059336
996	134.8131508
997	134.7038503
998	134.6240942
999	134.5208263
1000	134.4264524
1001	134.3060873
1002	134.2649401
1003	134.2174011
1004	134.1463091
1005	134.061025
1006	134.0042447
1007	133.9639293
1008	133.8776055
1009	133.8140996
1010	133.7325045
1011	133.5840417
1012	133.5366602
1013	133.4754075
1014	133.3625777
1015	133.3076744
1016	133.2514603
1017	133.2076126
1018	133.1435698
1019	133.0869169
1020	133.0172705
1021	132.9438402
1022	132.8854323
1023	132.7990902
1024	132.7533298
1025	132.6909128
1026	132.5977167
1027	132.5187857
1028	132.4507964
1029	132.3901546
1030	132.3453849
1031	132.2164338
1032	132.1248936
1033	132.0710705
1034	132.0228811
1035	131.9435965
1036	131.9039508
1037	131.8593053
1038	131.8194314
1039	131.7571268
1040	131.7161196
1041	131.5651606
1042	131.4603796
1043	131.3868117
1044	131.3073502
1045	131.2226499
1046	131.1945518
1047	131.1534839
1048	131.0992682
1049	131.0499925
1050	130.9751739
1051	130.9228838
1052	130.8414955
1053	130.7958502
1054	130.7349375
1055	130.6991568
1056	130.6063416
1057	130.557635
1058	130.5038821
1059	130.4740242
1060	130.4222612
1061	130.3481173
1062	130.27761
1063	130.160098
1064	130.1157028
1065	130.0469313
1066	129.9288448
1067	129.8578331
1068	129.8021926
1069	129.762703
1070	129.6656497
1071	129.5760466
1072	129.5242995
1073	129.4826016
1074	129.3879639
1075	129.3250856
1076	129.2614443
1077	129.2121075
1078	129.1794512
1079	129.1464689
1080	129.0523222
1081	128.9896962
1082	128.9389818
1083	128.8954141
1084	128.8493886
1085	128.7814213
1086	128.7397797
1087	128.662855
1088	128.5854651
1089	128.5290657
1090	128.4316761
1091	128.3400219
1092	128.2856559
1093	128.2361404
1094	128.1802207
1095	128.0904238
1096	128.0408093
1097	127.9031772
1098	127.8659818
1099	127.755507
1100	127.6637528
1101	127.626326
1102	127.5816512
1103	127.5423569
1104	127.4811017
1105	127.4530384
1106	127.3674849
1107	127.321496
1108	127.2331618
1109	127.1546651
1110	127.1212059
1111	127.0665437
1112	127.0135315
1113	126.9503948
1114	126.9030871
1115	126.8579326
1116	126.8155842
1117	126.7738499
1118	126.7246592
1119	126.6533695
1120	126.5767015
1121	126.4815857
1122	126.4430554
1123	126.3801959
1124	126.2447451
1125	126.1633123
1126	126.1003495
1127	126.0160287
1128	125.9609633
1129	125.8954814
1130	125.8398759
1131	125.7906604
1132	125.7470318
1133	125.6511673
1134	125.6070991
1135	125.5256546
1136	125.4612576
1137	125.4066674
1138	125.378439
1139	125.2802386
1140	125.2151297
1141	125.1508213
1142	125.0915147
1143	125.0431675
1144	124.9916189
1145	124.9631379
1146	124.9024423
1147	124.8542739
1148	124.7736761
1149	124.734673
1150	124.6930767
1151	124.6492643
1152	124.5968075
1153	124.5111386
1154	124.4551669
1155	124.4180545
1156	124.3485501
1157	124.2711137
1158	124.1754661
1159	124.0560499
1160	123.9704773
1161	123.9148432
1162	123.8163617
1163	123.7413363
1164	123.6915055
1165	123.6543342
1166	123.6190241
1167	123.5565936
1168	123.5032042
1169	123.4500516
1170	123.4083724
1171	123.3161082
1172	123.2373266
1173	123.1127697
1174	123.0597276
1175	123.0126191
1176	122.9534549
1177	122.9023029
1178	122.858554
1179	122.8193194
1180	122.767437
1181	122.7203087
1182	122.6886029
1183	122.6603678
1184	122.6123474
1185	122.5586857
1186	122.4710776
1187	122.4418707
1188	122.3908518
1189	122.3628199
1190	122.3147235
1191	122.278022
1192	122.2443025
1193	122.1736159
1194	122.0810236
1195	122.0535259
1196	122.0104497
1197	121.976221
1198	121.9185145
1199	121.8934381
1200	121.8569632
1201	121.8127608
1202	121.7702354
1203	121.6951806
1204	121.6386076
1205	121.6081002
1206	121.5656345
1207	121.5445934
1208	121.4832077
1209	121.4542999
1210	121.4205351
1211	121.3297959
1212	121.2807906
1213	121.2154009
1214	121.1785134
1215	121.1479123
1216	121.1099103
1217	121.0708298
1218	121.0130315
1219	120.9668301
1220	120.9127235
1221	120.8616301
1222	120.816786
1223	120.7899611
1224	120.7363622
1225	120.7000809
1226	120.6530134
1227	120.5859105
1228	120.4940207
1229	120.4622124
1230	120.3757497
1231	120.3042155
1232	120.2591528
1233	120.2180507
1234	120.1861495
1235	120.109927
1236	120.067084
1237	119.9844113
1238	119.9427368
1239	119.8043091
1240	119.7587784
1241	119.7079696
1242	119.6798871
1243	119.6445229
1244	119.5898153
1245	119.5164303
1246	119.4887229
1247	119.4474239
1248	119.4030354
1249	119.3523305
1250	119.3047317
1251	119.2285756
1252	119.1869641
1253	119.1449195
1254	119.0502164
1255	118.9828443
1256	118.8786983
1257	118.8425164
1258	118.816142
1259	118.7753586
1260	118.7154805
1261	118.6634981
1262	118.6015309
1263	118.5629521
1264	118.4824436
1265	118.4356097
1266	118.3928597
1267	118.351593
1268	118.3213833
1269	118.2908585
1270	118.2514364
1271	118.1987292
1272	118.1503976
1273	118.0931129
1274	118.0483101
1275	117.9995257
1276	117.9617305
1277	117.9076107
1278	117.863431
1279	117.7743873
1280	117.7327559
1281	117.6780584
1282	117.6574958
1283	117.6105723
1284	117.5678315
1285	117.5243064
1286	117.4151465
1287	117.3844821
1288	117.3358004
1289	117.2983599
1290	117.2333158
1291	117.2051209
1292	117.1306415
1293	117.0702413
1294	117.015311
1295	116.9741936
1296	116.9329089
1297	116.8354901
1298	116.7671884
1299	116.7001672
1300	116.6683391
1301	116.6095412
1302	116.5653018
1303	116.5313336
1304	116.491953
1305	116.4561382
1306	116.4358414
1307	116.3875302
1308	116.3484519
1309	116.3072085
1310	116.2553716
1311	116.1828649
1312	116.1218545
1313	116.0923724
1314	116.0510471
1315	116.0088865
1316	115.9619467
1317	115.9318342
1318	115.9041405
1319	115.8634076
1320	115.7550682
1321	115.6957564
1322	115.6596237
1323	115.6319456
1324	115.5919254
1325	115.5662785
1326	115.5302131
1327	115.5061632
1328	115.4287272
1329	115.3942416
1330	115.3518767
1331	115.2916308
1332	115.2458941
1333	115.1872869
1334	115.1344694
1335	115.0639955
1336	115.0168072
1337	114.9617496
1338	114.8901876
1339	114.864569
1340	114.8356079
1341	114.8010601
1342	114.7595528
1343	114.7249722
1344	114.648436
1345	114.6148352
1346	114.577613
1347	114.5239513
1348	114.465971
1349	114.3559192
1350	114.3028271
1351	114.2615402
1352	114.1988431
1353	114.167877
1354	114.0387034
1355	113.9958712
1356	113.9563062
1357	113.9300884
1358	113.8587647
1359	113.8114631
1360	113.7622243
1361	113.6617961
1362	113.6351188
1363	113.5513747
1364	113.4545851
1365	113.4230693
1366	113.3871732
1367	113.3273774
1368	113.2863824
1369	113.2473501
1370	113.1964182
1371	113.1213446
1372	113.0968807
1373	113.0667318
1374	113.0210001
1375	112.9369004
1376	112.8970482
1377	112.8546927
1378	112.8170864
1379	112.7790825
1380	112.689721
1381	112.6497623
1382	112.6185071
1383	112.5909647
1384	112.5142609
1385	112.4744515
1386	112.3815645
1387	112.3558366
1388	112.3122939
1389	112.2833494
1390	112.2332771
1391	112.2128948
1392	112.1605078
1393	112.1300652
1394	112.110112
1395	112.0850253
1396	112.0578087
1397	111.9967769
1398	111.961555
1399	111.9062448
1400	111.8356945
1401	111.7968793
1402	111.7620678
1403	111.702285
1404	111.6473921
1405	111.6244271
1406	111.5856493
1407	111.5402906
1408	111.4833599
1409	111.4622248
1410	111.4278859
1411	111.3868721
1412	111.359536
1413	111.2743935
1414	111.2399714
1415	111.1776313
1416	111.1262664
1417	111.0725941
1418	111.0511057
1419	111.0270357
1420	110.9648542
1421	110.912497
1422	110.8953746
1423	110.8418903
1424	110.7968327
1425	110.7373389
1426	110.7042463
1427	110.6557935
1428	110.5772295
1429	110.5608905
1430	110.495078
1431	110.4058354
1432	110.3595805
1433	110.3254972
1434	110.2644246
1435	110.2286547
1436	110.1976477
1437	110.1614979
1438	110.1059115
1439	110.076934
1440	110.043643
1441	110.0069782
1442	109.9607691
1443	109.9248154
1444	109.8945463
1445	109.8442542
1446	109.8067247
1447	109.7840827
1448	109.6748179
1449	109.6072289
1450	109.5872048
1451	109.557204
1452	109.5163486
1453	109.4871368
1454	109.4648332
1455	109.4224696
1456	109.3972175
1457	109.365347
1458	109.3425518
1459	109.3093777
1460	109.2881245
1461	109.2593765
1462	109.2253775
1463	109.1919482
1464	109.1717204
1465	109.1413263
1466	109.0929695
1467	109.0519864
1468	108.9763674
1469	108.9558339
1470	108.9075279
1471	108.8766338
1472	108.8454463
1473	108.8094766
1474	108.7706669
1475	108.7277489
1476	108.6932531
1477	108.6455699
1478	108.5678975
1479	108.490214
1480	108.4582015
1481	108.3827313
1482	108.3476306
1483	108.2799362
1484	108.2534059
1485	108.2159816
1486	108.1775366
1487	108.1333896
1488	108.0937283
1489	108.0707647
1490	108.0144786
1491	107.9678346
1492	107.8925704
1493	107.8701484
1494	107.8465077
1495	107.8154829
1496	107.7832224
1497	107.7373553
1498	107.7071509
1499	107.668445
